condition,country,actor_id,actor_age_years,actor_gender,dist,eq_uneq,decision,value,trial
AI,Peru,Peru_89,8,F,t4_dist,U,reject,NA,t4
AI,Peru,Peru_90,6,M,t4_dist,E,accept,NA,t4
AI,Peru,Peru_91,10,M,t4_dist,E,accept,NA,t4
AI,Peru,Peru_92,11,F,t4_dist,E,accept,NA,t4
AI,Peru,Peru_93,5,M,t4_dist,E,accept,NA,t4
AI,Peru,Peru_94,10,M,t4_dist,U,accept,NA,t4
AI,Peru,Peru_95,6,M,t4_dist,U,accept,NA,t4
AI,Peru,Peru_96,4,F,t4_dist,U,accept,NA,t4
AI,Peru,Peru_97,6,M,t4_dist,U,reject,NA,t4
DI,Peru,Peru_98,8,M,t4_dist,E,accept,NA,t4
AI,Peru,Peru_99,11,F,t4_dist,E,accept,NA,t4
AI,Peru,Peru_100,11,M,t4_dist,U,accept,NA,t4
DI,Peru,Peru_102,4,M,t4_dist,U,accept,NA,t4
DI,Peru,Peru_103,5,M,t4_dist,E,accept,NA,t4
DI,Peru,Peru_104,7,M,t4_dist,U,reject,NA,t4
DI,Peru,Peru_105,6,M,t4_dist,U,accept,NA,t4
DI,Peru,Peru_106,6,M,t4_dist,E,accept,NA,t4
AI,Peru,Peru_107,5,F,t4_dist,U,reject,NA,t4
AI,Peru,Peru_108,4,F,t4_dist,E,accept,NA,t4
DI,Peru,Peru_109,6,F,t4_dist,E,reject,NA,t4
DI,Peru,Peru_110,5,F,t4_dist,E,accept,NA,t4
DI,Peru,Peru_111,10,F,t4_dist,E,accept,NA,t4
AI,Peru,Peru_112,9,M,t4_dist,U,reject,NA,t4
DI,Peru,Peru_113,5,F,t4_dist,U,accept,NA,t4
DI,Peru,Peru_114,7,M,t4_dist,U,accept,NA,t4
DI,Peru,Peru_115,10,F,t4_dist,U,reject,NA,t4
DI,Peru,Peru_116,11,M,t4_dist,U,accept,NA,t4
DI,Peru,Peru_117,10,M,t4_dist,E,accept,NA,t4
DI,Peru,Peru_118,4,M,t4_dist,U,accept,NA,t4
DI,Peru,Peru_119,7,M,t4_dist,U,accept,NA,t4
DI,Peru,Peru_120,9,M,t4_dist,U,reject,NA,t4
DI,Peru,Peru_121,9,F,t4_dist,U,reject,NA,t4
DI,Peru,Peru_122,7,F,t4_dist,U,reject,NA,t4
DI,Peru,Peru_123,4,M,t4_dist,E,accept,NA,t4
DI,Peru,Peru_124,10,F,t4_dist,U,accept,NA,t4
AI,Peru,Peru_125,9,F,t4_dist,U,accept,NA,t4
AI,Peru,Peru_126,8,M,t4_dist,E,accept,NA,t4
DI,Peru,Peru_127,11,F,t4_dist,E,accept,NA,t4
DI,Peru,Peru_128,7,M,t4_dist,E,accept,NA,t4
DI,Peru,Peru_129,5,F,t4_dist,U,accept,NA,t4
DI,Peru,Peru_130,8,F,t4_dist,U,accept,NA,t4
AI,Peru,Peru_131,6,M,t4_dist,E,accept,NA,t4
DI,Peru,Peru_132,8,F,t4_dist,E,reject,NA,t4
DI,Peru,Peru_133,8,M,t4_dist,U,accept,NA,t4
AI,Peru,Peru_134,9,M,t4_dist,E,accept,NA,t4
DI,Peru,Peru_135,8,F,t4_dist,U,reject,NA,t4
DI,Peru,Peru_136,9,F,t4_dist,U,accept,NA,t4
DI,Peru,Peru_137,8,M,t4_dist,E,accept,NA,t4
DI,Peru,Peru_138,9,M,t4_dist,U,reject,NA,t4
AI,Peru,Peru_139,9,F,t4_dist,U,accept,NA,t4
AI,Peru,Peru_140,8,F,t4_dist,E,reject,NA,t4
AI,Peru,Peru_141,9,M,t4_dist,U,accept,NA,t4
DI,Peru,Peru_142,9,M,t4_dist,E,accept,NA,t4
DI,Peru,Peru_143,9,F,t4_dist,E,accept,NA,t4
AI,Peru,Peru_144,11,F,t4_dist,U,accept,NA,t4
AI,Peru,Peru_145,8,M,t4_dist,U,reject,NA,t4
AI,Peru,Peru_146,8,M,t4_dist,E,accept,NA,t4
AI,Peru,Peru_147,8,M,t4_dist,E,accept,NA,t4
AI,Peru,Peru_148,8,F,t4_dist,U,accept,NA,t4
DI,Peru,Peru_149,9,M,t4_dist,U,accept,NA,t4
AI,Peru,Peru_150,8,F,t4_dist,E,accept,NA,t4
DI,Peru,Peru_151,9,F,t4_dist,E,accept,NA,t4
DI,Peru,Peru_1,4,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_2,5,M,t5_dist,E,reject,NA,t5
DI,Peru,Peru_3,5,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_4,4,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_5,5,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_6,4,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_7,4,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_8,4,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_9,6,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_10,8,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_11,9,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_12,11,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_13,10,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_14,11,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_15,8,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_16,10,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_17,6,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_18,8,F,t5_dist,U,accept,NA,t5
DI,Peru,Peru_19,8,M,t5_dist,U,reject,NA,t5
DI,Peru,Peru_20,7,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_21,9,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_22,7,M,t5_dist,U,reject,NA,t5
DI,Peru,Peru_23,10,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_24,5,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_25,5,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_26,10,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_27,9,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_28,7,M,t5_dist,U,reject,NA,t5
DI,Peru,Peru_29,11,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_30,6,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_31,4,F,t5_dist,U,accept,NA,t5
DI,Peru,Peru_32,8,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_33,8,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_34,10,F,t5_dist,E,reject,NA,t5
DI,Peru,Peru_35,10,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_36,9,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_38,8,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_39,10,M,t5_dist,E,reject,NA,t5
DI,Peru,Peru_40,9,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_41,11,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_42,11,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_43,11,F,t5_dist,U,reject,NA,t5
AI,Peru,Peru_44,8,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_45,8,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_46,7,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_47,9,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_48,7,M,t5_dist,E,reject,NA,t5
DI,Peru,Peru_49,11,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_50,8,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_51,7,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_52,10,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_53,6,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_54,4,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_55,5,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_56,4,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_57,6,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_58,5,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_59,11,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_60,12,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_61,11,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_62,9,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_63,9,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_64,5,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_65,7,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_66,9,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_67,7,M,t5_dist,U,reject,NA,t5
DI,Peru,Peru_68,6,F,t5_dist,E,reject,NA,t5
AI,Peru,Peru_69,4,F,t5_dist,U,accept,NA,t5
DI,Peru,Peru_70,11,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_71,6,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_72,4,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_73,11,M,t5_dist,U,reject,NA,t5
AI,Peru,Peru_74,7,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_75,8,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_76,7,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_77,8,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_78,7,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_79,5,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_80,8,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_81,7,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_82,9,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_83,7,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_84,4,F,t5_dist,E,reject,NA,t5
AI,Peru,Peru_85,6,F,t5_dist,U,reject,NA,t5
AI,Peru,Peru_86,11,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_87,10,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_88,9,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_89,8,F,t5_dist,U,reject,NA,t5
AI,Peru,Peru_90,6,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_91,10,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_92,11,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_93,5,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_94,10,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_95,6,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_96,4,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_97,6,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_98,8,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_99,11,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_100,11,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_102,4,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_103,5,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_104,7,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_105,6,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_106,6,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_107,5,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_108,4,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_109,6,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_110,5,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_111,10,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_112,9,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_113,5,F,t5_dist,U,accept,NA,t5
DI,Peru,Peru_114,7,M,t5_dist,U,reject,NA,t5
DI,Peru,Peru_115,10,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_116,11,M,t5_dist,U,reject,NA,t5
DI,Peru,Peru_117,10,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_118,4,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_119,7,M,t5_dist,U,reject,NA,t5
DI,Peru,Peru_120,9,M,t5_dist,U,reject,NA,t5
DI,Peru,Peru_121,9,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_122,7,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_123,4,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_124,10,F,t5_dist,U,reject,NA,t5
AI,Peru,Peru_125,9,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_126,8,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_127,11,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_128,7,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_129,5,F,t5_dist,U,reject,NA,t5
DI,Peru,Peru_130,8,F,t5_dist,U,reject,NA,t5
AI,Peru,Peru_131,6,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_132,8,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_133,8,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_134,9,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_135,8,F,t5_dist,U,accept,NA,t5
DI,Peru,Peru_136,9,F,t5_dist,U,accept,NA,t5
DI,Peru,Peru_137,8,M,t5_dist,E,reject,NA,t5
DI,Peru,Peru_138,9,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_139,9,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_140,8,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_141,9,M,t5_dist,U,accept,NA,t5
DI,Peru,Peru_142,9,M,t5_dist,E,accept,NA,t5
DI,Peru,Peru_143,9,F,t5_dist,E,accept,NA,t5
AI,Peru,Peru_144,11,F,t5_dist,U,accept,NA,t5
AI,Peru,Peru_145,8,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_146,8,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_147,8,M,t5_dist,E,accept,NA,t5
AI,Peru,Peru_148,8,F,t5_dist,U,accept,NA,t5
DI,Peru,Peru_149,9,M,t5_dist,U,accept,NA,t5
AI,Peru,Peru_150,8,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_151,9,F,t5_dist,E,accept,NA,t5
DI,Peru,Peru_1,4,M,t6_dist,E,NA,NA,t6
DI,Peru,Peru_2,5,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_3,5,F,t6_dist,E,reject,NA,t6
AI,Peru,Peru_4,4,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_5,5,F,t6_dist,E,reject,NA,t6
AI,Peru,Peru_6,4,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_7,4,M,t6_dist,U,reject,NA,t6
AI,Peru,Peru_8,4,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_9,6,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_10,8,F,t6_dist,U,NA,NA,t6
AI,Peru,Peru_11,9,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_12,11,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_13,10,F,t6_dist,U,NA,NA,t6
AI,Peru,Peru_14,11,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_15,8,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_16,10,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_17,6,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_18,8,F,t6_dist,U,reject,NA,t6
DI,Peru,Peru_19,8,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_20,7,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_21,9,F,t6_dist,U,reject,NA,t6
DI,Peru,Peru_22,7,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_23,10,M,t6_dist,U,NA,NA,t6
AI,Peru,Peru_24,5,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_25,5,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_26,10,F,t6_dist,U,reject,NA,t6
DI,Peru,Peru_27,9,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_28,7,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_29,11,F,t6_dist,U,reject,NA,t6
DI,Peru,Peru_30,6,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_31,4,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_32,8,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_33,8,M,t6_dist,E,reject,NA,t6
DI,Peru,Peru_34,10,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_35,10,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_36,9,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_38,8,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_39,10,M,t6_dist,E,reject,NA,t6
DI,Peru,Peru_40,9,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_41,11,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_42,11,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_43,11,F,t6_dist,U,reject,NA,t6
AI,Peru,Peru_44,8,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_45,8,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_46,7,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_47,9,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_48,7,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_49,11,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_50,8,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_51,7,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_52,10,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_53,6,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_54,4,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_55,5,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_56,4,F,t6_dist,U,reject,NA,t6
AI,Peru,Peru_57,6,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_58,5,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_59,11,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_60,12,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_61,11,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_62,9,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_63,9,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_64,5,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_65,7,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_66,9,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_67,7,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_68,6,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_69,4,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_70,11,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_71,6,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_72,4,M,t6_dist,E,reject,NA,t6
DI,Peru,Peru_73,11,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_74,7,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_75,8,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_76,7,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_77,8,M,t6_dist,E,reject,NA,t6
AI,Peru,Peru_78,7,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_79,5,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_80,8,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_81,7,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_82,9,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_83,7,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_84,4,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_85,6,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_86,11,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_87,10,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_88,9,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_89,8,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_90,6,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_91,10,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_92,11,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_93,5,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_94,10,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_95,6,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_96,4,F,t6_dist,U,reject,NA,t6
AI,Peru,Peru_97,6,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_98,8,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_99,11,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_100,11,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_102,4,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_103,5,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_104,7,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_105,6,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_106,6,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_107,5,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_108,4,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_109,6,F,t6_dist,E,reject,NA,t6
DI,Peru,Peru_110,5,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_111,10,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_112,9,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_113,5,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_114,7,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_115,10,F,t6_dist,U,reject,NA,t6
DI,Peru,Peru_116,11,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_117,10,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_118,4,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_119,7,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_120,9,M,t6_dist,U,reject,NA,t6
DI,Peru,Peru_121,9,F,t6_dist,U,reject,NA,t6
DI,Peru,Peru_122,7,F,t6_dist,U,reject,NA,t6
DI,Peru,Peru_123,4,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_124,10,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_125,9,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_126,8,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_127,11,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_128,7,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_129,5,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_130,8,F,t6_dist,U,reject,NA,t6
AI,Peru,Peru_131,6,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_132,8,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_133,8,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_134,9,M,t6_dist,E,reject,NA,t6
DI,Peru,Peru_135,8,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_136,9,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_137,8,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_138,9,M,t6_dist,U,accept,NA,t6
AI,Peru,Peru_139,9,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_140,8,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_141,9,M,t6_dist,U,accept,NA,t6
DI,Peru,Peru_142,9,M,t6_dist,E,accept,NA,t6
DI,Peru,Peru_143,9,F,t6_dist,E,accept,NA,t6
AI,Peru,Peru_144,11,F,t6_dist,U,accept,NA,t6
AI,Peru,Peru_145,8,M,t6_dist,U,reject,NA,t6
AI,Peru,Peru_146,8,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_147,8,M,t6_dist,E,accept,NA,t6
AI,Peru,Peru_148,8,F,t6_dist,U,accept,NA,t6
DI,Peru,Peru_149,9,M,t6_dist,U,reject,NA,t6
AI,Peru,Peru_150,8,F,t6_dist,E,accept,NA,t6
DI,Peru,Peru_151,9,F,t6_dist,E,NA,NA,t6
DI,Peru,Peru_1,4,M,t7_dist,U,accept,NA,t7
DI,Peru,Peru_2,5,M,t7_dist,U,reject,NA,t7
DI,Peru,Peru_3,5,F,t7_dist,U,accept,NA,t7
AI,Peru,Peru_4,4,M,t7_dist,U,accept,NA,t7
AI,Peru,Peru_5,5,F,t7_dist,U,accept,NA,t7
AI,Peru,Peru_6,4,F,t7_dist,U,accept,NA,t7
AI,Peru,Peru_7,4,M,t7_dist,E,accept,NA,t7
AI,Peru,Peru_8,4,M,t7_dist,E,accept,NA,t7
AI,Peru,Peru_9,6,F,t7_dist,E,accept,NA,t7
AI,Peru,Peru_10,8,F,t7_dist,E,accept,NA,t7
AI,Peru,Peru_11,9,M,t7_dist,E,accept,NA,t7
AI,Peru,Peru_12,11,F,t7_dist,E,accept,NA,t7
AI,Peru,Peru_13,10,F,t7_dist,E,accept,NA,t7
AI,Peru,Peru_14,11,M,t7_dist,E,accept,NA,t7
AI,Peru,Peru_15,8,F,t7_dist,E,accept,NA,t7
AI,Peru,Peru_16,10,M,t7_dist,E,accept,NA,t7
AI,Peru,Peru_17,6,F,t7_dist,E,accept,NA,t7
DI,Peru,Peru_18,8,F,t7_dist,E,accept,NA,t7
DI,Peru,Peru_19,8,M,t7_dist,E,reject,NA,t7
DI,Peru,Peru_20,7,F,t7_dist,U,accept,NA,t7
DI,Peru,Peru_21,9,F,t7_dist,E,accept,NA,t7
DI,Peru,Peru_22,7,M,t7_dist,E,accept,NA,t7
DI,Peru,Peru_23,10,M,t7_dist,E,accept,NA,t7
AI,Peru,Peru_24,5,F,t7_dist,E,reject,NA,t7
DI,Peru,Peru_25,5,F,t7_dist,E,reject,NA,t7
DI,Peru,Peru_26,10,F,t7_dist,E,accept,NA,t7
DI,Peru,Peru_27,9,F,t7_dist,E,accept,NA,t7
DI,Peru,Peru_28,7,M,t7_dist,E,accept,NA,t7
DI,Peru,Peru_29,11,F,t7_dist,E,accept,NA,t7
DI,Peru,Peru_30,6,M,t7_dist,E,accept,NA,t7
DI,Peru,Peru_31,4,F,t7_dist,E,accept,NA,t7
DI,Peru,Peru_32,8,M,t7_dist,E,accept,NA,t7
DI,Peru,Peru_33,8,M,t7_dist,U,reject,NA,t7
DI,Peru,Peru_34,10,F,t7_dist,U,reject,NA,t7
DI,Peru,Peru_35,10,M,t7_dist,U,reject,NA,t7
DI,Peru,Peru_36,9,F,t7_dist,U,accept,NA,t7
DI,Peru,Peru_38,8,F,t7_dist,U,reject,NA,t7
DI,Peru,Peru_39,10,M,t7_dist,U,reject,NA,t7
DI,Peru,Peru_40,9,F,t7_dist,U,accept,NA,t7
AI,Peru,Peru_41,11,F,t7_dist,U,accept,NA,t7
AI,Peru,Peru_42,11,F,t7_dist,U,accept,NA,t7
DI,Peru,Peru_43,11,F,t7_dist,E,accept,NA,t7
AI,Peru,Peru_44,8,M,t7_dist,E,accept,NA,t7
AI,Peru,Peru_45,8,F,t7_dist,E,reject,NA,t7
AI,Peru,Peru_46,7,M,t7_dist,E,accept,NA,t7
AI,Peru,Peru_47,9,F,t7_dist,U,accept,NA,t7
AI,Peru,Peru_48,7,M,t7_dist,U,accept,NA,t7
DI,Peru,Peru_49,11,F,t7_dist,U,accept,NA,t7
DI,Peru,Peru_50,8,M,t7_dist,U,reject,NA,t7
DI,Peru,Peru_51,7,M,t7_dist,U,accept,NA,t7
